level,source_id,route_family,predicate_label,K,comparison,RH1_Recall@K,baseline_Recall@K,delta_Recall@K,RH1_Violation@K,baseline_Violation@K,delta_Violation@K,recall_not_large_loss_0p01,violation_nonincrease,violation_reduced_by_0p05
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,5,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.000777000777000777,0.01554001554001554,-0.014763014763014764,0.0,0.8563432835820896,-0.8563432835820896,False,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,5,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.000777000777000777,0.010101010101010102,-0.009324009324009324,0.0,0.9983525535420099,-0.9983525535420099,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH0_source_score,0.018648018648018648,0.0,0.018648018648018648,0.012048192771084338,0.5555555555555556,-0.5435073627844712,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.018648018648018648,0.07925407925407925,-0.0606060606060606,0.012048192771084338,0.001394700139470014,0.010653492631614324,False,False,False
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.018648018648018648,0.005439005439005439,0.013209013209013208,0.012048192771084338,0.6933333333333334,-0.681285140562249,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.018648018648018648,0.003108003108003108,0.01554001554001554,0.012048192771084338,0.9880952380952381,-0.9760470453241538,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.018648018648018648,0.039627039627039624,-0.020979020979020976,0.012048192771084338,0.8563447725458898,-0.8442965797748054,False,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,10,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.018648018648018648,0.02097902097902098,-0.002331002331002332,0.012048192771084338,0.9986111111111111,-0.9865629183400267,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH0_source_score,0.055944055944055944,0.000777000777000777,0.05516705516705517,0.03724928366762178,0.5211267605633803,-0.4838774768957585,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.055944055944055944,0.19036519036519037,-0.13442113442113443,0.03724928366762178,0.00931899641577061,0.02793028725185117,False,False,False
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH3_source_x_axis_swap_control,0.055944055944055944,0.021756021756021756,0.03418803418803419,0.03724928366762178,0.7419804741980475,-0.7047311905304257,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH4_source_x_sign_flip_control,0.055944055944055944,0.012432012432012432,0.04351204351204351,0.03724928366762178,0.9671302149178256,-0.9298809312502038,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH5_axis_swap_only_control,0.055944055944055944,0.08236208236208237,-0.026418026418026423,0.03724928366762178,0.8357760240511086,-0.7985267403834868,False,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,20,RH1_source_x_frame_score_minus_RH6_sign_flip_only_control,0.055944055944055944,0.04584304584304584,0.010101010101010104,0.03724928366762178,0.9906776622445321,-0.9534283785769103,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH0_source_score,0.3473193473193473,0.02097902097902098,0.32634032634032634,0.0676739731857842,0.5197215777262181,-0.45204760454043386,True,True,True
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,left,50,RH1_source_x_frame_score_minus_RH2_frame_score_only,0.3473193473193473,0.5027195027195027,-0.1554001554001554,0.0676739731857842,0.04903129657228018,0.01864267661350403,False,False,False
