protocol_split,score_id,rows,positive,negative,auroc,auprc,balanced_accuracy,macro_F1,Brier,NLL,tp,fp,tn,fn
internal_dev,current_Ce,1044,520,524,0.9908286846741046,0.9909435395099196,0.9434674104521432,0.9434823898592014,0.052933479529504945,0.20173625646376564,488,27,497,32
internal_dev,hardneg_structured_Ce,1044,520,524,0.9911443041691134,0.9913945463431356,0.9396873165002936,0.9396537882450953,0.05094615394534766,0.19095964757453604,493,36,488,27
internal_dev,route_aware_Ce,1044,520,524,0.9899038461538462,0.9904184315286527,0.9405607751027598,0.9405953678924242,0.05119197174199752,0.1909858538828756,482,24,500,38
internal_dev,calibrated_route_aware_Ce,1044,520,524,0.9899038461538462,0.9904184315286527,0.9405607751027598,0.9405953678924242,0.03830609133807027,0.1250517316647865,482,24,500,38
internal_heldout,current_Ce,1040,510,530,0.9877654458009619,0.9878187020408198,0.9277654458009619,0.9278429195864843,0.05833424962768597,0.21477019166187533,470,35,495,40
internal_heldout,hardneg_structured_Ce,1040,510,530,0.9886681465038846,0.9887151147061465,0.9348871624121347,0.9346144173730381,0.05585306550536643,0.20322559901902448,484,42,488,26
internal_heldout,route_aware_Ce,1040,510,530,0.9879023307436182,0.9881058503164845,0.9239548649648539,0.9240012913120415,0.056215067346658966,0.20353845670785625,469,38,492,41
internal_heldout,calibrated_route_aware_Ce,1040,510,530,0.9879023307436182,0.9881058503164845,0.9239548649648539,0.9240012913120415,0.0459254528338524,0.13949529504132077,469,38,492,41
