level,route_family,predicate_label,view_id,rows,positive,negative,auroc,auprc,balanced_accuracy,macro_F1,Brier,NLL,tp,fp,tn,fn
route_family,relative_vertical,ALL,C3_shuffled_G_global,780,390,390,0.5164529914529915,0.5302580239157708,0.5051282051282051,0.5051249515118442,0.3018577128320764,0.8639081606130283,198,194,196,192
route_family,size_relative,ALL,C3_shuffled_G_global,340,170,170,0.5009515570934256,0.5295286182398669,0.49411764705882355,0.49411764705882355,0.2981901243060003,0.8420917141588906,84,86,84,86
route_family,support_contact,ALL,C3_shuffled_G_global,3178,1589,1589,0.46597259874665387,0.4737883475324512,0.4704216488357458,0.4703775472101111,0.31644277562557216,0.9117056170120015,733,827,762,856
route_family,relative_horizontal,ALL,C4_shuffled_G_within_family,18764,5474,13290,0.5043040869306796,0.2949626936164602,0.5055029411902163,0.4827932315202427,0.3709395357726602,1.3763904128394697,2761,6557,6733,2713
route_family,relative_vertical,ALL,C4_shuffled_G_within_family,780,390,390,0.4963905325443787,0.5119101071057043,0.5038461538461538,0.5038453383388204,0.3667107325194873,1.3754485869320139,197,194,196,193
route_family,size_relative,ALL,C4_shuffled_G_within_family,340,170,170,0.5067647058823529,0.5197857182861253,0.5,0.49859467712273153,0.3324649069142547,0.9523348317024753,94,94,76,76
route_family,support_contact,ALL,C4_shuffled_G_within_family,3178,1589,1589,0.55971493761587,0.556404471817646,0.5154185022026432,0.5149382279960403,0.24545594331009404,0.6838748742145927,769,720,869,820
route_family,relative_horizontal,ALL,C5_subject_object_swap,18764,5474,13290,0.2803252147850994,0.20216364643682894,0.2983819536254977,0.29724631012718666,0.49747061959047273,1.8225601422501383,1379,8707,4583,4095
route_family,relative_vertical,ALL,C5_subject_object_swap,780,390,390,0.07232084155161078,0.3152123017495146,0.1628205128205128,0.16270903917188184,0.44296549872892305,1.2781235307272916,59,322,68,331
route_family,size_relative,ALL,C5_subject_object_swap,340,170,170,0.0004152249134948097,0.3083264630141023,0.011764705882352941,0.01176470588235294,0.6073360367773588,1.653090021801111,2,168,2,168
route_family,support_contact,ALL,C5_subject_object_swap,3178,1589,1589,0.12094318990574358,0.3241334665473644,0.18753933291378228,0.18676601176601176,0.36028953683202697,0.9302523464862535,249,1242,347,1340
route_family,relative_horizontal,ALL,C6_sign_flip,18764,5474,13290,0.2803252147850994,0.20216364643682894,0.2983819536254977,0.29724631012718666,0.49747061959047273,1.8225601422501383,1379,8707,4583,4095
route_family,relative_vertical,ALL,C6_sign_flip,780,390,390,0.07232084155161078,0.3152123017495146,0.1628205128205128,0.16270903917188184,0.44296549872892305,1.2781235307272916,59,322,68,331
route_family,size_relative,ALL,C6_sign_flip,340,170,170,0.0004152249134948097,0.3083264630141023,0.011764705882352941,0.01176470588235294,0.6073360367773588,1.653090021801111,2,168,2,168
route_family,support_contact,ALL,C6_sign_flip,3178,1589,1589,0.12094318990574358,0.3241334665473644,0.18753933291378228,0.18676601176601176,0.36028953683202697,0.9302523464862535,249,1242,347,1340
route_family,relative_horizontal,ALL,C7_horizontal_frame_swap,18764,5474,13290,0.6154054064456286,0.372571468590012,0.5859592359860815,0.559595242177104,0.24442734865347698,0.6884696366925886,3211,5511,7779,2263
route_family,relative_vertical,ALL,C7_horizontal_frame_swap,780,390,390,0.9913214990138067,0.9914190532536732,0.9576923076923077,0.9576922381529227,0.07423492416250821,0.2637002075082898,373,16,374,17
route_family,size_relative,ALL,C7_horizontal_frame_swap,340,170,170,0.9995847750865052,0.9995899475385921,0.9882352941176471,0.9882352941176471,0.06462521715789805,0.270555754946272,168,2,168,2
route_family,support_contact,ALL,C7_horizontal_frame_swap,3178,1589,1589,0.5832792392316433,0.586792107193843,0.5308370044052864,0.5307254436663804,0.24112650479512887,0.6746735471142361,819,721,868,770
route_family,relative_horizontal,ALL,D1_Z_source_confidence_diagnostic,18764,5474,13290,0.5,0.29217090591924155,0.5,0.41461284083109756,0.24914940601284796,0.6914459830566335,0,0,13290,5474
route_family,relative_vertical,ALL,D1_Z_source_confidence_diagnostic,780,390,390,0.5,0.5050831134865942,0.5,0.3333333333333333,0.25000421129966893,0.6931556032302227,0,0,390,390
route_family,size_relative,ALL,D1_Z_source_confidence_diagnostic,340,170,170,0.5,0.5104401616247298,0.5,0.3333333333333333,0.25000421129967004,0.6931556032302246,0,0,170,170
route_family,support_contact,ALL,D1_Z_source_confidence_diagnostic,3178,1589,1589,0.5,0.5014685919145787,0.5,0.3333333333333333,0.25000421129965866,0.6931556032302326,0,0,1589,1589
route_family,relative_horizontal,ALL,D2_Q_observability_diagnostic,18764,5474,13290,0.5,0.29217090591924155,0.5,0.41461284083109756,0.24920827238474327,0.6915637176493442,0,0,13290,5474
route_family,relative_vertical,ALL,D2_Q_observability_diagnostic,780,390,390,0.5,0.5050831134865942,0.5,0.3333333333333333,0.25000364606306413,0.6931544727392519,0,0,390,390
route_family,size_relative,ALL,D2_Q_observability_diagnostic,340,170,170,0.5,0.5104401616247298,0.5,0.3333333333333333,0.2500036460630644,0.6931544727392515,0,0,170,170
route_family,support_contact,ALL,D2_Q_observability_diagnostic,3178,1589,1589,0.5,0.5014685919145787,0.5,0.3333333333333333,0.25000364606306447,0.693154472739252,0,0,1589,1589
