source,condition,k,selected,satisfied,uncertain,violated,other_or_missing,violation_all,violation_all_ci95_low,violation_all_ci95_high,violation_decidable,violation_decidable_ci95_low,violation_decidable_ci95_high,uncertainty_rate,uncertainty_rate_ci95_low,uncertainty_rate_ci95_high,decidable_coverage,decidable_coverage_ci95_low,decidable_coverage_ci95_high,pessimistic_violation,pessimistic_violation_ci95_low,pessimistic_violation_ci95_high,status_coverage,status_coverage_ci95_low,status_coverage_ci95_high
sgfn_official_full_l160,semantic_only,10,5480,3391,1898,191,0,0.034854014598540144,0.029557481751824818,0.04051094890510949,0.05332216638749302,0.04511627897847538,0.06222022544254321,0.34635036496350363,0.3293795620437956,0.36259124087591244,0.6536496350364963,0.6374087591240876,0.6706204379562044,0.3812043795620438,0.36514142335766425,0.39708485401459853,1.0,1.0,1.0
sgfn_official_full_l160,semantic_only,20,10960,6462,4145,353,0,0.03220802919708029,0.028010948905109488,0.036405109489051096,0.05179750550256786,0.0452050953383325,0.058153090457014674,0.3781934306569343,0.3650501824817518,0.3918818430656934,0.6218065693430657,0.6081181569343066,0.6349498175182482,0.4104014598540146,0.397536496350365,0.42427007299270075,1.0,1.0,1.0
sgfn_official_full_l160,semantic_only,50,27400,16330,10016,1054,0,0.03846715328467153,0.035255474452554746,0.04167883211678832,0.06063046479521399,0.05548655632884943,0.06568694388677547,0.36554744525547445,0.35601733576642336,0.37525547445255475,0.6344525547445256,0.6247445255474453,0.6439826642335766,0.404014598540146,0.3943065693430657,0.41397901459854014,1.0,1.0,1.0
sgfn_official_full_l160,semantic_only,100,54800,30895,20454,3451,0,0.06297445255474453,0.05976277372262774,0.06615009124087591,0.10047749374017353,0.09533307265767213,0.10541088060159554,0.37324817518248177,0.36581979927007297,0.3807495437956205,0.6267518248175182,0.6192504562043796,0.634180200729927,0.43622262773722625,0.4288316605839416,0.4437436131386861,1.0,1.0,1.0
sgfn_official_full_l160,family_conditional_risk,5,2740,1886,785,69,0,0.025182481751824817,0.018968978102189782,0.032116788321167884,0.03529411764705882,0.026099973298918607,0.04481650921473156,0.2864963503649635,0.26605839416058397,0.3047536496350365,0.7135036496350365,0.6952463503649635,0.733941605839416,0.3116788321167883,0.29159671532846715,0.33138686131386863,1.0,1.0,1.0
sgfn_official_full_l160,family_conditional_risk,10,5480,3496,1810,174,0,0.031751824817518245,0.02645529197080292,0.037408759124087594,0.04741144414168937,0.039447490131823935,0.05571137219554789,0.3302919708029197,0.3138640510948905,0.3465374087591241,0.6697080291970803,0.6534625912408759,0.6861359489051095,0.362043795620438,0.34579835766423356,0.3792016423357664,1.0,1.0,1.0
sgfn_official_full_l160,family_conditional_risk,20,10960,6880,3781,299,0,0.027281021897810218,0.023720346715328466,0.031386861313868614,0.04164925477085945,0.036035259290191,0.04768031861581972,0.3449817518248175,0.33165830291970805,0.3578467153284672,0.6550182481751825,0.6421532846715329,0.668341697080292,0.3722627737226277,0.35875912408759125,0.3852189781021898,1.0,1.0,1.0
sgfn_official_full_l160,family_conditional_risk,50,27400,17667,9027,706,0,0.025766423357664235,0.023283759124087592,0.02817700729927007,0.03842595112393186,0.03456028263304343,0.04202409780596167,0.32945255474452556,0.3202536496350365,0.3393448905109489,0.6705474452554745,0.6606551094890512,0.6797463503649634,0.3552189781021898,0.34558394160583944,0.3646733576642336,1.0,1.0,1.0
sgfn_official_full_l160,family_conditional_risk,100,54800,34104,18609,2087,0,0.038083941605839416,0.03571167883211679,0.04065830291970803,0.05766627061976735,0.05401053598239284,0.061337652067475025,0.3395802919708029,0.3319498175182482,0.3473357664233577,0.660419708029197,0.6526642335766424,0.6680501824817519,0.37766423357664236,0.36972536496350367,0.3858038321167883,1.0,1.0,1.0
sgfn_official_full_l160,pooled_calibration,5,2740,1886,788,66,0,0.02408759124087591,0.017518248175182483,0.030656934306569343,0.03381147540983607,0.024640528037677453,0.04277239564402515,0.2875912408759124,0.2678740875912409,0.30693430656934306,0.7124087591240876,0.6930656934306569,0.7321259124087591,0.3116788321167883,0.29196167883211677,0.3310310218978102,1.0,1.0,1.0
sgfn_official_full_l160,pooled_calibration,10,5480,3562,1746,172,0,0.031386861313868614,0.026090328467153284,0.037043795620437955,0.046063202999464384,0.03827183069465131,0.05425101214574899,0.3186131386861314,0.30200273722627735,0.33449361313868614,0.6813868613138686,0.6655063868613139,0.6979972627737226,0.35,0.3346669708029197,0.366610401459854,1.0,1.0,1.0
sgfn_official_full_l160,pooled_calibration,20,10960,6922,3737,301,0,0.027463503649635037,0.02362910583941606,0.03156934306569343,0.04167243527620102,0.03595834451284397,0.047586025051095174,0.34096715328467153,0.3277349452554745,0.3537431569343066,0.6590328467153285,0.6462568430656934,0.6722650547445256,0.36843065693430654,0.3551026459854015,0.38156934306569346,1.0,1.0,1.0
sgfn_official_full_l160,pooled_calibration,50,27400,17535,9063,802,0,0.02927007299270073,0.02664233576642336,0.03189963503649635,0.04373670720401374,0.039710913114486206,0.047813948498564345,0.3307664233576642,0.3216405109489051,0.3400757299270073,0.6692335766423357,0.6599242700729927,0.6783594890510949,0.36003649635036494,0.35083850364963504,0.3695647810218978,1.0,1.0,1.0
sgfn_official_full_l160,pooled_calibration,100,54800,33217,18909,2674,0,0.048795620437956204,0.046130930656934306,0.05164324817518248,0.07450335738764592,0.07042128829848855,0.07890991892241261,0.34505474452554746,0.33762636861313866,0.3528298357664234,0.6549452554744526,0.6471701642335767,0.6623736313868613,0.3938503649635037,0.38658531021897813,0.40153284671532846,1.0,1.0,1.0
sgfn_official_full_l160,geometry_only_family,5,2740,2300,422,18,0,0.006569343065693431,0.0032846715328467154,0.010583941605839416,0.007765314926660914,0.0038054566185156524,0.012463472745187314,0.15401459854014599,0.13394160583941606,0.1759124087591241,0.845985401459854,0.8240875912408759,0.8660583941605839,0.16058394160583941,0.14014598540145987,0.18249087591240876,1.0,1.0,1.0
sgfn_official_full_l160,geometry_only_family,10,5480,4660,778,42,0,0.007664233576642336,0.004744525547445255,0.010948905109489052,0.00893236920459379,0.0055247738842630015,0.012871981824386189,0.14197080291970804,0.12791514598540146,0.15711678832116788,0.858029197080292,0.8428832116788321,0.8720848540145986,0.14963503649635038,0.13558394160583942,0.1653375912408759,1.0,1.0,1.0
sgfn_official_full_l160,geometry_only_family,20,10960,9413,1461,86,0,0.007846715328467153,0.0058371350364963505,0.010127737226277373,0.009053584587851353,0.006678388693817408,0.011657766822287145,0.1333029197080292,0.1221669708029197,0.14507299270072993,0.8666970802919708,0.8549270072992701,0.8778330291970803,0.14114963503649636,0.12955976277372264,0.15310218978102189,1.0,1.0,1.0
sgfn_official_full_l160,geometry_only_family,50,27400,23102,3816,482,0,0.01759124087591241,0.015218065693430656,0.019891423357664233,0.020437584803256446,0.017598072629102825,0.023185864462923294,0.13927007299270072,0.13189689781021896,0.1468978102189781,0.8607299270072992,0.8531021897810219,0.868103102189781,0.15686131386861313,0.148646897810219,0.1648184306569343,1.0,1.0,1.0
sgfn_official_full_l160,geometry_only_family,100,54800,44178,9397,1225,0,0.022354014598540146,0.020200729927007298,0.0247632299270073,0.026980595995859304,0.024400364658427723,0.029857691183033993,0.17147810218978102,0.16483576642335768,0.17855930656934307,0.828521897810219,0.821440693430657,0.8351642335766424,0.19383211678832116,0.18627600364963504,0.20193658759124086,1.0,1.0,1.0
sgfn_official_full_l160,rank_average_fusion,5,2740,2160,513,67,0,0.024452554744525547,0.017153284671532848,0.032116788321167884,0.030085316569375842,0.021377278623883774,0.039324874757243666,0.18722627737226277,0.1678832116788321,0.20511861313868612,0.8127737226277372,0.7948813868613138,0.8321167883211679,0.2116788321167883,0.19087591240875912,0.23213503649635037,1.0,1.0,1.0
sgfn_official_full_l160,rank_average_fusion,10,5480,4370,983,127,0,0.023175182481751825,0.018065693430656934,0.028654197080291967,0.028241049588614633,0.022044055373951744,0.03500646050893382,0.17937956204379563,0.16423357664233576,0.193617700729927,0.8206204379562044,0.806382299270073,0.8357664233576643,0.20255474452554745,0.1866742700729927,0.2187956204379562,1.0,1.0,1.0
sgfn_official_full_l160,rank_average_fusion,20,10960,8873,1847,240,0,0.021897810218978103,0.01843065693430657,0.02563868613138686,0.026336003511467136,0.022187715163769897,0.03077774247918417,0.16852189781021898,0.15784443430656933,0.17983576642335766,0.831478102189781,0.8201642335766424,0.8421555656934306,0.19041970802919708,0.17864963503649636,0.20247490875912408,1.0,1.0,1.0
sgfn_official_full_l160,rank_average_fusion,50,27400,21415,5388,597,0,0.02178832116788321,0.019451642335766423,0.024306569343065694,0.027121570052698527,0.02409786974093422,0.030265631651125877,0.19664233576642337,0.1878412408759124,0.2050045620437956,0.8033576642335767,0.7949954379562044,0.8121587591240875,0.21843065693430658,0.20912408759124088,0.2277846715328467,1.0,1.0,1.0
sgfn_official_full_l160,rank_average_fusion,100,54800,38157,15124,1519,0,0.027718978102189783,0.02554653284671533,0.029836222627737226,0.03828510938602682,0.035229445783852086,0.0413529183063624,0.275985401459854,0.2681551094890511,0.28366788321167885,0.7240145985401459,0.7163321167883212,0.7318448905109488,0.30370437956204377,0.2954000912408759,0.31146122262773723,1.0,1.0,1.0
sgfn_official_full_l160,reciprocal_rank_fusion,5,2740,2133,550,57,0,0.020802919708029197,0.014598540145985401,0.027737226277372264,0.026027397260273973,0.018330284159326592,0.03451528145757732,0.20072992700729927,0.18065693430656934,0.2193521897810219,0.7992700729927007,0.7806478102189781,0.8193430656934306,0.22153284671532847,0.19962591240875913,0.24197080291970802,1.0,1.0,1.0
sgfn_official_full_l160,reciprocal_rank_fusion,10,5480,4286,1069,125,0,0.02281021897810219,0.018065693430656934,0.02791970802919708,0.028338245295851282,0.022557274829101318,0.03479389401235249,0.19507299270072992,0.17901459854014598,0.21041058394160583,0.80492700729927,0.7895894160583942,0.820985401459854,0.21788321167883212,0.2014507299270073,0.23413777372262773,1.0,1.0,1.0
sgfn_official_full_l160,reciprocal_rank_fusion,20,10960,8592,2122,246,0,0.022445255474452554,0.018884580291970803,0.026188412408759125,0.027834351663272233,0.02352851048488854,0.03254776512326848,0.1936131386861314,0.18293339416058393,0.20492928832116789,0.8063868613138686,0.7950707116788321,0.817066605839416,0.21605839416058395,0.20465328467153285,0.2281044708029197,1.0,1.0,1.0
sgfn_official_full_l160,reciprocal_rank_fusion,50,27400,20630,6191,579,0,0.02113138686131387,0.018832116788321168,0.023468065693430656,0.02729973124616908,0.02431146054540761,0.030295029379031727,0.22594890510948906,0.2181021897810219,0.23376003649635038,0.7740510948905109,0.7662399635036496,0.7818978102189781,0.24708029197080292,0.23890419708029195,0.25474452554744526,1.0,1.0,1.0
sgfn_official_full_l160,reciprocal_rank_fusion,100,54800,38983,14261,1556,0,0.028394160583941605,0.026185675182481754,0.030658302919708027,0.038382791879424755,0.035364239290276996,0.041482544690985924,0.2602372262773723,0.2537956204379562,0.2671354927007299,0.7397627737226278,0.73286450729927,0.7462043795620438,0.28863138686131384,0.2818243613138686,0.2958581204379562,1.0,1.0,1.0
