rows,positive,negative,auroc,auprc,balanced_accuracy,macro_F1,Brier,NLL,tp,fp,tn,fn,scope,metric_name,ECE_10
23062,7623,15439,0.7246147357612419,0.4867121168194881,0.6903881892164223,0.6676740255420306,0.23574555537184658,0.8724079837054313,5443,5145,10294,2180,official_validation_observable,p_rel,0.17102956314273765
