rows,positive,negative,auroc,auprc,balanced_accuracy,macro_F1,Brier,NLL,tp,fp,tn,fn,scope,metric_name,ECE_10
115310,23062,92248,1.0,1.0,1.0,1.0,0.0020019004406576753,0.04468148399885625,23062,0,92248,0,official_validation_all,p_obs,0.04364712548736155
