level,source_id,route_family,metric,score_id,K,point,ci_low_95,ci_high_95,n_bootstrap,unit_count
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,C2_source_x_wrong_T_Ce,20,0.0,0.0,0.0,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,C2_source_x_wrong_T_Ce,20,0.9643385070214339,0.9558849578843694,0.9726543719982654,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,C2_source_x_wrong_T_Ce,50,0.07142857142857142,0.017857142857142856,0.14896276595744679,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,C2_source_x_wrong_T_Ce,50,0.8513407864905012,0.8362869985052604,0.8659803321151146,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,C2_source_x_wrong_T_Ce,100,0.8775510204081632,0.7553191489361702,0.9804106548279689,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,C2_source_x_wrong_T_Ce,100,0.5965898825654923,0.5888015275286166,0.604957256690626,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A1_source_x_G_only,5,0.0,0.0,0.0,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A1_source_x_G_only,5,0.16508400292184075,0.14985106461368908,0.18072454170223626,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A1_source_x_G_only,10,0.01020408163265306,0.0,0.03775399129172712,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A1_source_x_G_only,10,0.27542062911485005,0.2621463848253592,0.28777579507045636,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A1_source_x_G_only,20,0.21428571428571427,0.11904761904761904,0.3167045454545454,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A1_source_x_G_only,20,0.36529933481152993,0.35592741682360324,0.3739852398523985,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A1_source_x_G_only,50,0.5918367346938775,0.5319106720702466,0.6739256825075833,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A1_source_x_G_only,50,0.46638261277460713,0.46138193202146693,0.4711546927421642,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A1_source_x_G_only,100,0.9285714285714286,0.836950976042591,0.9909208463949843,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A1_source_x_G_only,100,0.5151309846431797,0.5128176296919884,0.5173298498164992,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A2_source_x_TG_concat,5,0.02040816326530612,0.0,0.05558176100628928,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A2_source_x_TG_concat,5,0.3301680058436815,0.3075237399561724,0.3522287175739861,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A2_source_x_TG_concat,10,0.09183673469387756,0.033319672131147546,0.16666666666666666,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A2_source_x_TG_concat,10,0.3513167520117045,0.3370559213125626,0.3664242644058575,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A2_source_x_TG_concat,20,0.15306122448979592,0.08160796576695194,0.25490696278511404,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A2_source_x_TG_concat,20,0.39735772357723576,0.38660825408893906,0.4086867506098518,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A2_source_x_TG_concat,50,0.5,0.3833244680851064,0.607849761526232,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A2_source_x_TG_concat,50,0.4919083730748182,0.48640495262496164,0.4968233580508475,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Recall@K,A2_source_x_TG_concat,100,0.9489795918367347,0.8611111111111112,1.0,1000,548
source_family,open3dsg_recovery_relaxed_views_min2,size_relative,Violation@K,A2_source_x_TG_concat,100,0.510523938572719,0.5077219573174664,0.5132135859253588,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S0_source_score,5,0.5307692307692308,0.4486427498927499,0.640532973489021,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S0_source_score,5,0.15802919708029198,0.14158759124087592,0.17481751824817518,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S0_source_score,10,0.6871794871794872,0.5999691358024691,0.7921414021946251,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S0_source_score,10,0.18375912408759124,0.16952554744525547,0.1968978102189781,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S0_source_score,20,0.8794871794871795,0.8208530925234587,0.9410194746092525,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S0_source_score,20,0.23795620437956205,0.22581888686131388,0.24945255474452555,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S0_source_score,50,0.9897435897435898,0.9764278342730568,1.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S0_source_score,50,0.36168807339449544,0.35320441314178547,0.3696320327956409,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S0_source_score,100,1.0,1.0,1.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S0_source_score,100,0.4688471748198711,0.46594976485207856,0.4717526599106447,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S1_Ce_only,5,0.020512820512820513,0.005346882466719763,0.041437418845634844,1000,548
source_family,vlsat_full_validation,relative_vertical,Violation@K,S1_Ce_only,5,0.0,0.0,0.0,1000,548
source_family,vlsat_full_validation,relative_vertical,Recall@K,S1_Ce_only,10,0.0641025641025641,0.02550376211090497,0.10811476501131673,1000,548
