rows,positive,negative,auroc,auprc,balanced_accuracy,macro_F1,Brier,NLL,tp,fp,tn,fn,scope,metric_name,ECE_10,note
138372,23062,115310,1.0,1.0,1.0,1.0,0.0017926433133817548,0.04185118090892936,23062,0,115310,0,official_validation_all_plus_wrong_pair_control,p_obs_raw,0.04092586249373823,
138372,23062,115310,1.0,1.0,1.0,1.0,1.0000000000102709e-12,1.000000500029597e-06,23062,0,115310,0,official_validation_all_plus_wrong_pair_control,p_obs_calibrated,1.0000000454876134e-06,
23062,7623,15439,0.7246147357612419,0.4867121168194881,0.6903881892164223,0.6676740255420306,0.23574555537184658,0.871348441214714,5443,5145,10294,2180,official_validation_observable,p_rel_raw,0.17102956314273765,
23062,7623,15439,0.7238001824379887,0.5035398891238412,0.6922862320291499,0.667107257475335,0.2642694809258186,2.013437940076444,5546,5295,10144,2077,official_validation_observable,p_rel_calibrated,0.22345786060584388,
23062,23062,0,,,,,1.0000000000573951e-12,1.0000005000289985e-06,,,,,official_validation_observed_asset_audit_non_ambiguous,p_obs_vs_asset_observability,1.0000002729215751e-06,AUROC undefined because asset-audit labels have a single class
