level,source_id,route_family,predicate_label,score_id,K,unit_count,gt_units,gt_total,gt_selected,Recall@K,selected_total,Selected@K_mean,violation_denominator,violation_count,Violation@K
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S0_source_score,20,316,316,754,44,0.058355437665782495,1729,5.4715189873417724,1729,892,0.5159051474840949
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S0_source_score,50,316,316,754,128,0.16976127320954906,5664,17.924050632911392,5664,2915,0.5146539548022598
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S0_source_score,100,316,316,754,251,0.3328912466843501,11662,36.90506329113924,11662,6065,0.5200651689247128
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S2_source_x_Ce,5,316,316,754,6,0.007957559681697613,420,1.3291139240506329,420,420,1.0
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S2_source_x_Ce,10,316,316,754,25,0.033156498673740056,1116,3.5316455696202533,1116,1109,0.9937275985663082
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S2_source_x_Ce,20,316,316,754,64,0.08488063660477453,2434,7.7025316455696204,2434,2378,0.9769926047658176
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S2_source_x_Ce,50,316,316,754,205,0.2718832891246684,6375,20.174050632911392,6375,5948,0.9330196078431372
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,S2_source_x_Ce,100,316,316,754,467,0.6193633952254642,12684,40.139240506329116,12684,10777,0.8496531062756228
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A1_source_x_G_only,5,316,316,754,7,0.009283819628647215,228,0.7215189873417721,228,132,0.5789473684210527
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A1_source_x_G_only,10,316,316,754,16,0.021220159151193633,747,2.3639240506329116,747,440,0.5890227576974565
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A1_source_x_G_only,20,316,316,754,43,0.05702917771883289,2018,6.386075949367089,2018,1141,0.5654112983151636
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A1_source_x_G_only,50,316,316,754,130,0.1724137931034483,5945,18.813291139240505,5945,3175,0.5340622371740958
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A1_source_x_G_only,100,316,316,754,310,0.41114058355437666,12125,38.370253164556964,12125,6443,0.5313814432989691
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A2_source_x_TG_concat,5,316,316,754,3,0.003978779840848806,93,0.29430379746835444,93,51,0.5483870967741935
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A2_source_x_TG_concat,10,316,316,754,4,0.005305039787798408,418,1.3227848101265822,418,208,0.49760765550239233
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A2_source_x_TG_concat,20,316,316,754,37,0.04907161803713528,1503,4.756329113924051,1503,753,0.500998003992016
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A2_source_x_TG_concat,50,316,316,754,101,0.13395225464190982,4935,15.617088607594937,4935,2476,0.5017223910840932
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,A2_source_x_TG_concat,100,316,316,754,203,0.2692307692307692,10117,32.015822784810126,10117,5175,0.5115152713254918
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,front,C1_source_x_shuffled_Ce,5,316,316,754,7,0.009283819628647215,377,1.1930379746835442,377,194,0.5145888594164456
